CODIGO,PROVINCIA,DISTRITO,UNIDADE SANITÁRIA,CLASSIFICAÇÃO,NÍVEL,TIPO DE US,Tipo,Maternidade,Camas Maternidade,Camas Internamento,Camas Total
1030312,Nampula,Erati,CS Kutua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030307,Nampula,Erati,CS Mirrote,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,20,27
1030308,Nampula,Erati,CS Namiroa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030311,Nampula,Erati,CS Odinepa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030310,Nampula,Erati,CS Samora Machel,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030313,Nampula,Erati,CS Tubruto (25 Junho),Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1030306,Nampula,Erati,HR Alua,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,sim,14,42,56
1030301,Nampula,Erati,HR Namapa,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,sim,43,82,125
1030309,Nampula,Erati,PS Mantoge,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,4,0,4
1080206,Inhambane,Funhalouro,CS Funhalouro,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,16,22
1080209,Inhambane,Funhalouro,CS Manhiça,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080207,Inhambane,Funhalouro,CS Mavume,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080208,Inhambane,Funhalouro,CS Tomé,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080210,Inhambane,Funhalouro,CS Tsenane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040406,Zambezia,Gilé,CS Alto Ligonha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1040439,Zambezia,Gilé,CS Kayane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040455,Zambezia,Gilé,CS Mamala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040408,Zambezia,Gilé,CS Moneia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040409,Zambezia,Gilé,CS Muiane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040404,Zambezia,Gilé,CS Mutequela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040405,Zambezia,Gilé,CS Ntxotxa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1040462,Zambezia,Gilé,CS Pury,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040410,Zambezia,Gilé,CS Uape,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040407,Zambezia,Gilé,HD Gilé,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,14,45,59
1040437,Zambezia,Gilé,PS Namuaca,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1060307,Manica,Gondola,CS Amatongas,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1060306,Manica,Gondola,CS Chipindaumwe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060319,Manica,Gondola,CS F. Manyanga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1060309,Manica,Gondola,CS Inchope,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1060305,Manica,Gondola,CS Josina Machel,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1060313,Manica,Gondola,CS Muda Serração,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060355,Manica,Gondola,CS Mutocoma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060300,Manica,Gondola,HD Gondola,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,20,32,52
1070812,Sofala,Gorongoza,CS Canda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1070818,Sofala,Gorongoza,CS Casa Banana,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1070821,Sofala,Gorongoza,CS Cudzo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1070806,Sofala,Gorongoza,CS Gorongoza-Sede,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,10,14,24
1070816,Sofala,Gorongoza,CS Mucodza,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1070809,Sofala,Gorongoza,CS Muera,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1070804,Sofala,Gorongoza,CS Nhambondo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,5,0,5
1070811,Sofala,Gorongoza,CS Nhamissongora,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1070807,Sofala,Gorongoza,CS Piro,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1070815,Sofala,Gorongoza,CS Pungue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1070810,Sofala,Gorongoza,CS Tsiquir,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1070814,Sofala,Gorongoza,CS Vunduzi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1070817,Sofala,Gorongoza,PS Chitengo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1070813,Sofala,Gorongoza,PS Domba,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1070808,Sofala,Gorongoza,PS Jutchenge,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1070819,Sofala,Gorongoza,PS Nhataca,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1070820,Sofala,Gorongoza,PS Tazaronda,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1080305,Inhambane,Govuro,CS Chimunda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1080306,Inhambane,Govuro,CS Doane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,8,27,35
1080310,Inhambane,Govuro,CS Jofane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1080355,Inhambane,Govuro,CS Luido,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,0,2
1080311,Inhambane,Govuro,CS Maluvane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,4,0,4
1080309,Inhambane,Govuro,CS Nova Mambone,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1080307,Inhambane,Govuro,CS Pande,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,4,0,4
1080308,Inhambane,Govuro,CS Save,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,4,3,7
1090708,Gaza,Guijá,CS Chibabel,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1090709,Gaza,Guijá,CS Chimbembe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1090710,Gaza,Guijá,CS Chinhacanine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1090711,Gaza,Guijá,CS Chivonguene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1090706,Gaza,Guijá,CS Guija,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,29,41
1090701,Gaza,Guijá,CS Mpelane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1090712,Gaza,Guijá,CS Mubanguene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1090713,Gaza,Guijá,CS Nalazi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1090707,Gaza,Guijá,PS Mbalavala,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,8,0,8
1090715,Gaza,Guijá,CS Javanhane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1060406,Manica,Guro,CS Bunga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060407,Manica,Guro,CS Chivuli,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060408,Manica,Guro,CS Guro - Sede,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,17,18,35
1060409,Manica,Guro,CS Mandie,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060411,Manica,Guro,CS Massangano,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060410,Manica,Guro,CS Mungari,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060412,Manica,Guro,CS Nhamassonge,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060413,Manica,Guro,CS Nhansana,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1060103,Manica,Guro,CS Nhaphungo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060414,Manica,Guro,CS Tchetcha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1060415,Manica,Guro,CS Thanda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040506,Zambezia,Gurué,CS Gurue,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1040516,Zambezia,Gurué,CS Invinha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040507,Zambezia,Gurué,CS Lioma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040517,Zambezia,Gurué,CS Macuarro,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040508,Zambezia,Gurué,CS Mepuagiua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1040514,Zambezia,Gurué,CS Muagiua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040563,Zambezia,Gurué,CS Nintulo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1040509,Zambezia,Gurué,CS Ruace,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040510,Zambezia,Gurué,CS Serra,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040511,Zambezia,Gurué,CS Tetete,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040512,Zambezia,Gurué,CS UP 10,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1040513,Zambezia,Gurué,CS UP 4,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1040500,Zambezia,Gurué,HD Gurue,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,44,118,162
1080410,Inhambane,Homoine,CS  Maganda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,8,0,8
1080407,Inhambane,Homoine,CS Chinjiguir,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,0,0,0
1080406,Inhambane,Homoine,CS Homoine,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,12,32,44
1080418,Inhambane,Homoine,CS Inhamangua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,5,0,5
1080417,Inhambane,Homoine,CS Inhamussua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1080414,Inhambane,Homoine,CS Madumo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,0,0,0
1080408,Inhambane,Homoine,CS Mafuiane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,6,0,6
1080409,Inhambane,Homoine,CS Maiaice,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1080411,Inhambane,Homoine,CS Marrengo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1080416,Inhambane,Homoine,CS Maxamal,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,7,0,7
1080415,Inhambane,Homoine,CS Pembe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,6,0,6
1080412,Inhambane,Homoine,CS Quengue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,9,0,9
1080413,Inhambane,Homoine,PS Benhane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1020506,Cabo Delgado,Ibo,CS Ibo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,6,13,19
1020507,Cabo Delgado,Ibo,CS Matemo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,0,1,1
1020508,Cabo Delgado,Ibo,CS QUirimba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,3,7
1040655,Zambezia,Ile,CS Curruane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040601,Zambezia,Ile,CS ILE-Sede,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,12,30,42
1040637,Zambezia,Ile,CS Massira,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040667,Zambezia,Ile,CS Mucuaba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040610,Zambezia,Ile,CS Mulequela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040608,Zambezia,Ile,CS Mungulama,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1040661,Zambezia,Ile,CS Namanda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1040636,Zambezia,Ile,CS Niboia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040612,Zambezia,Ile,CS Nipiode,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1040607,Zambezia,Ile,CS Phalane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040613,Zambezia,Ile,CS Socone,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040665,Zambezia,Ile,CS Ualasse,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1030406,Nampula,Ilha de Moçambique,CS Ilha de Moçambique,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,27,39
1030407,Nampula,Ilha de Moçambique,CS Lumbo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1030410,Nampula,Ilha de Moçambique,CS Macicate,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1030409,Nampula,Ilha de Moçambique,CS Muchela (Sangage),Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,15,23
1030408,Nampula,Ilha de Moçambique,PS Ampara,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,8,0,8
1080106,Inhambane,Inhambane,CS Balane ( Urbano ),Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1080108,Inhambane,Inhambane,CS Conguiane,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,4,0,4
1080109,Inhambane,Inhambane,CS Guiua,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,7,0,7
1080107,Inhambane,Inhambane,CS Ilha de Inhambane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1080110,Inhambane,Inhambane,CS Josina Machel,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,28,38,66
1080100,Inhambane,Inhambane,CS Macucune,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,3,0,3
1080113,Inhambane,Inhambane,CS Muelé,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,5,0,5
1080111,Inhambane,Inhambane,CS Salela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080112,Inhambane,Inhambane,HP Inhambane,HP - Hospital Provincial,Nível Terciário,Hospital Provincial (Tipo US),HosPital,sim,53,197,250
1080506,Inhambane,Inharrime,CS Chacane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080507,Inhambane,Inharrime,CS Chongola,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1080509,Inhambane,Inharrime,CS Inharrime,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,15,22,37
1080510,Inhambane,Inharrime,CS Mejoote,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080511,Inhambane,Inharrime,CS Mocumbi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080505,Inhambane,Inharrime,CS Nhapadiane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080504,Inhambane,Inharrime,CS Sihane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080512,Inhambane,Inharrime,PS Coguno,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,8,0,8
1080508,Inhambane,Inharrime,PS Inhamachafo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,4,0,4
1080503,Inhambane,Inharrime,PS Mafassane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1080609,Inhambane,Inhassoro,CS Bazaruto,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1080614,Inhambane,Inhassoro,CS Chitsecane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080611,Inhambane,Inhassoro,CS Cometela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1080606,Inhambane,Inhassoro,CS Inhassoro,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,10,23,33
1080605,Inhambane,Inhassoro,CS Machulane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080607,Inhambane,Inhassoro,CS Macovane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080610,Inhambane,Inhassoro,CS Mangugumete,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,10,17
1080612,Inhambane,Inhassoro,CS Napela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080613,Inhambane,Inhassoro,CS Temane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1040711,Zambezia,Inhassunge,CS Bingagira,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1040706,Zambezia,Inhassunge,CS Chirimane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040707,Zambezia,Inhassunge,CS Gonhane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1040712,Zambezia,Inhassunge,CS Ilova,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1040708,Zambezia,Inhassunge,CS Inhassunge-Sede,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,8,27,35
1040710,Zambezia,Inhassunge,CS Olinda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1040713,Zambezia,Inhassunge,CS Palane-Mucula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080706,Inhambane,Jangamo,CS Cumbana,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,14,20,34
1080707,Inhambane,Jangamo,CS Jangamo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,10,13,23
1080705,Inhambane,Jangamo,CS Ligogo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080711,Inhambane,Jangamo,CS Massavane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080708,Inhambane,Jangamo,CS Nhancodja,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080710,Inhambane,Jangamo,CS Ravene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1080709,Inhambane,Jangamo,PS Mutamba,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1110406,Maputo Cidade,Kamavota,CS 1º de Junho,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,38,0,38
1110411,Maputo Cidade,Kamavota,CS Albazine,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,12,0,12
1110416,Maputo Cidade,Kamavota,CS Chiango,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110414,Maputo Cidade,Kamavota,CS Hulene,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110422,Maputo Cidade,Kamavota,CS Mavalane,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110415,Maputo Cidade,Kamavota,CS Pescadores,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,11,0,11
1110412,Maputo Cidade,Kamavota,CS Romão,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110401,Maputo Cidade,Kamavota,HG Mavalane,HG - Hospital Gerais,Nível Secundário,Hospital Geral (Tipo US),HosPital,sim,55,272,327
1110307,Maputo Cidade,Kamaxakeni,CS 1º de Maio,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,35,0,35
1110317,Maputo Cidade,Kamaxakeni,HG Polana Caniço,HG - Hospital Gerais,Nível Secundário,Hospital Geral (Tipo US),HosPital,não,34,92,126
1110507,Maputo Cidade,Kamubukwane,CS Bagamoio,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,27,4,31
1110512,Maputo Cidade,Kamubukwane,CS Inhagoia,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110514,Maputo Cidade,Kamubukwane,CS Magoanine,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,12,0,12
1110511,Maputo Cidade,Kamubukwane,CS Magoanine Tendas,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1110515,Maputo Cidade,Kamubukwane,CS Zimpeto,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,27,0,27
1110508,Maputo Cidade,Kamubukwane,HPsi Infulene,HPS - Hospital Psiquiátrico,Nível Quaternário,Hospital Especializado,HosPital,não,0,260,260
1110701,Maputo Cidade,Kanyaka,CS Inguane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1110708,Maputo Cidade,Kanyaka,CS Inhaca,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,7,19
1110719,Maputo Cidade,Kanyaka,CS Muchina,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1110609,Maputo Cidade,Katembe,CS Catembe,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,12,24
1110610,Maputo Cidade,Katembe,CS Chamissava,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,12,0,12
1110613,Maputo Cidade,Katembe,CS Incassane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1110621,Maputo Cidade,Katembe,CS Mutsekua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1110106,Maputo Cidade,Khampfumo,CS Alto Maé,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
